,decades,name,number
60468,50s,Sherril,145
60469,50s,Sherrill,1614
60470,50s,Sherrilyn,10
60471,50s,Sherron,306
60472,50s,Sherry,68318
60473,50s,Sherrye,94
60474,50s,Sherryl,1065
60475,50s,Sherwin,90
60476,50s,Sherwood,423
60477,50s,Sheryl,30314
60478,50s,Sheryle,122
60479,50s,Sheryll,203
60480,50s,Sheryn,6
60481,50s,Shiela,345
60482,50s,Shifra,5
60483,50s,Shimon,21
60484,50s,Shira,28
60485,50s,Shireen,13
60486,50s,Shirl,37
60487,50s,Shirlean,10
60488,50s,Shirlee,320
60489,50s,Shirleen,99
60490,50s,Shirlene,815
60491,50s,Shirley,109025
60492,50s,Shirlie,5
60493,50s,Shirlynn,5
60494,50s,Shlome,7
60495,50s,Shlomo,46
60496,50s,Shmiel,10
60497,50s,Shmuel,6
60498,50s,Sholem,13
60499,50s,Sholom,21
60500,50s,Shona,6
60501,50s,Shonda,11
60502,50s,Shoshana,29
60503,50s,Shulem,12
60504,50s,Sibyl,23
60505,50s,Sid,31
60506,50s,Sidney,9694
60507,50s,Siegfried,6
60508,50s,Sigfredo,8
60509,50s,Sigifredo,5
60510,50s,Sigmund,15
60511,50s,Signe,47
60512,50s,Sigrid,52
60513,50s,Silas,587
60514,50s,Silvana,61
60515,50s,Silverio,87
60516,50s,Silvester,17
60517,50s,Silvestre,91
60518,50s,Silvia,1414
60519,50s,Silvio,46
60520,50s,Sim,11
60521,50s,Sima,36
60522,50s,Simcha,12
60523,50s,Simeon,15
60524,50s,Simmie,11
60525,50s,Simon,1637
60526,50s,Simona,79
60527,50s,Simone,239
60528,50s,Sinclair,34
60529,50s,Sindee,21
60530,50s,Sindy,118
60531,50s,Siobhan,143
60532,50s,Sissy,5
60533,50s,Sisto,12
60534,50s,Sixto,100
60535,50s,Skip,246
60536,50s,Skipper,15
60537,50s,Sloan,6
60538,50s,Socorro,871
60539,50s,Sofia,368
60540,50s,Sofie,5
60541,50s,Soila,91
60542,50s,Sol,78
60543,50s,Soledad,191
60544,50s,Solomon,1216
60545,50s,Son,5
60546,50s,Sondra,3915
60547,50s,Song,5
60548,50s,Sonia,5336
60549,50s,Sonja,4239
60550,50s,Sonjia,10
60551,50s,Sonny,838
60552,50s,Sonya,3178
60553,50s,Soon,10
60554,50s,Sophia,1142
60555,50s,Sophie,626
60556,50s,Sophronia,5
60557,50s,Soraida,26
60558,50s,Soraya,23
60559,50s,Sotero,39
60560,50s,Soyla,13
60561,50s,Spencer,2663
60562,50s,Spring,121
60563,50s,Spurgeon,5
60564,50s,Stacee,5
60565,50s,Stacey,4424
60566,50s,Staci,78
60567,50s,Stacia,55
60568,50s,Stacie,592
60569,50s,Stacy,5383
60570,50s,Stafford,112
60571,50s,Stan,1867
60572,50s,Stanford,644
60573,50s,Stanley,57136
60574,50s,Stanton,398
60575,50s,Star,194
60576,50s,Starla,566
60577,50s,Starlene,55
60578,50s,Starlet,10
60579,50s,Starr,570
60580,50s,Stefan,319
60581,50s,Stefani,64
60582,50s,Stefanie,335
60583,50s,Steffi,11
60584,50s,Stella,8241
60585,50s,Stephaine,16
60586,50s,Stephan,3973
60587,50s,Stephani,33
60588,50s,Stephanie,35497
60589,50s,Stephany,93
60590,50s,Stephen,207264
60591,50s,Stephenie,55
60592,50s,Stephens,11
60593,50s,Sterling,2073
60594,50s,Stevan,409
60595,50s,Steve,64208
60596,50s,Steven,333713
60597,50s,Stevenson,27
60598,50s,Stevie,2783
60599,50s,Stewart,5340
60600,50s,Stoney,5
60601,50s,Stormy,17
60602,50s,Stuart,13902
60603,50s,Suann,5
60604,50s,Suanne,155
60605,50s,Sudie,45
60606,50s,Sue,38790
60607,50s,Sueann,120
60608,50s,Sueanne,11
60609,50s,Suellen,481
60610,50s,Suetta,5
60611,50s,Sulema,183
60612,50s,Sullivan,11
60613,50s,Sulma,5
60614,50s,Summer,5
60615,50s,Sumner,5
60616,50s,Sun,63
60617,50s,Sunday,15
60618,50s,Sundra,13
60619,50s,Sung,18
60620,50s,Sunny,113
60621,50s,Suri,5
60622,50s,Susan,437999
60623,50s,Susana,1049
60624,50s,Susann,439
60625,50s,Susanna,1286
60626,50s,Susannah,32
60627,50s,Susanne,5833
60628,50s,Susette,37
60629,50s,Susi,10
60630,50s,Susie,9986
60631,50s,Susy,13
60632,50s,Suz,5
60633,50s,Suzan,3011
60634,50s,Suzann,629
60635,50s,Suzanna,497
60636,50s,Suzanne,50296
60637,50s,Suzette,2579
60638,50s,Suzi,54
60639,50s,Suzie,222
60640,50s,Suzy,313
60641,50s,Suzzane,6
60642,50s,Suzzanne,5
60643,50s,Sven,11
60644,50s,Swannie,5
60645,50s,Sybil,1498
60646,50s,Syble,72
60647,50s,Sydney,1136
60648,50s,Sydnie,5
60649,50s,Sylia,6
60650,50s,Syliva,28
60651,50s,Sylvan,12
60652,50s,Sylvester,5886
60653,50s,Sylvia,39474
60654,50s,Sylvie,5
60655,50s,Syndee,5
60656,50s,Synthia,58
60657,50s,Tab,169
60658,50s,Tabitha,5
60659,50s,Tad,403
60660,50s,Tae,6
60661,50s,Taffy,11
60662,50s,Taide,5
60663,50s,Tajuana,10
60664,50s,Talmadge,216
60665,50s,Tam,16
60666,50s,Tama,83
60667,50s,Tamala,84
60668,50s,Tamar,63
60669,50s,Tamara,12798
60670,50s,Tamarah,10
60671,50s,Tambra,160
60672,50s,Tambria,7
60673,50s,Tamela,760
60674,50s,Tamera,1308
60675,50s,Tami,5587
60676,50s,Tamie,426
60677,50s,Tammara,55
60678,50s,Tammera,29
60679,50s,Tammey,10
60680,50s,Tammi,937
60681,50s,Tammie,3754
60682,50s,Tammy,28846
60683,50s,Tammye,61
60684,50s,Tamora,16
60685,50s,Tamra,1719
60686,50s,Tamre,24
60687,50s,Tamy,20
60688,50s,Tamyra,53
60689,50s,Tana,927
60690,50s,Tandy,17
60691,50s,Tangela,32
60692,50s,Tangie,5
60693,50s,Tani,38
60694,50s,Tania,218
60695,50s,Tanis,11
60696,50s,Tanja,24
60697,50s,Tanna,24
60698,50s,Tanya,7557
60699,50s,Tara,2741
60700,50s,Taras,11
60701,50s,Tari,300
60702,50s,Tarri,5
60703,50s,Taryn,356
60704,50s,Tasha,8
60705,50s,Tauna,5
60706,50s,Tawana,138
60707,50s,Tawanda,10
60708,50s,Tawanna,82
60709,50s,Tawni,5
60710,50s,Tawny,14
60711,50s,Tawnya,31
60712,50s,Taylor,371
60713,50s,Ted,14544
60714,50s,Tedd,28
60715,50s,Teddi,75
60716,50s,Teddie,15
60717,50s,Teddy,5081
60718,50s,Tedi,6
60719,50s,Teena,1341
60720,50s,Telesforo,9
60721,50s,Telford,6
60722,50s,Tempie,5
60723,50s,Temple,11
60724,50s,Tena,1151
60725,50s,Tenley,5
60726,50s,Tenna,10
60727,50s,Tennis,5
60728,50s,Teodora,48
60729,50s,Teodoro,190
60730,50s,Teofilo,20
60731,50s,Terance,34
60732,50s,Tereasa,52
60733,50s,Terence,5917
60734,50s,Teresa,114284
60735,50s,Terese,1654
60736,50s,Teresia,120
60737,50s,Teresita,216
60738,50s,Tereso,5
60739,50s,Teressa,1054
60740,50s,Teretha,21
60741,50s,Teri,11575
60742,50s,Terilyn,15
60743,50s,Terisa,21
60744,50s,Terra,56
60745,50s,Terrance,9505
60746,50s,Terre,45
60747,50s,Terrea,14
60748,50s,Terrel,21
60749,50s,Terrell,1654
60750,50s,Terrence,12555
60751,50s,Terresa,81
60752,50s,Terri,46373
60753,50s,Terrie,6822
60754,50s,Terril,6
60755,50s,Terrill,128
60756,50s,Terrilyn,36
60757,50s,Terry,183859
60758,50s,Terrye,67
60759,50s,Terryl,17
60760,50s,Teryl,26
60761,50s,Tessa,5
60762,50s,Tessie,70
60763,50s,Tex,45
60764,50s,Thad,304
60765,50s,Thaddeus,1833
60766,50s,Thais,20
60767,50s,Thalia,47
60768,50s,Thane,6
60769,50s,Thayne,6
60770,50s,Thea,485
60771,50s,Theadore,117
60772,50s,Theda,105
60773,50s,Thelma,11469
60774,50s,Theo,70
60775,50s,Theodia,5
60776,50s,Theodis,236
60777,50s,Theodora,546
60778,50s,Theodore,28998
60779,50s,Theodoro,6
60780,50s,Theola,5
60781,50s,Theophilus,5
60782,50s,Theotis,17
60783,50s,Theresa,89592
60784,50s,Therese,8935
60785,50s,Theresia,40
60786,50s,Theressa,80
60787,50s,Therman,22
60788,50s,Theron,418
60789,50s,Thom,12
60790,50s,Thomas,454673
60791,50s,Thomasena,76
60792,50s,Thomasenia,6
60793,50s,Thomasina,345
60794,50s,Thomasine,204
60795,50s,Thoms,5
60796,50s,Thor,22
60797,50s,Thornton,16
60798,50s,Thresa,85
60799,50s,Thressa,11
60800,50s,Thurman,1444
60801,50s,Thurmon,10
60802,50s,Thurmond,71
60803,50s,Thurnell,5
60804,50s,Thurston,77
60805,50s,Tia,142
60806,50s,Tiburcio,10
60807,50s,Tierney,16
60808,50s,Tiffany,5
60809,50s,Tijuana,28
60810,50s,Tilda,17
60811,50s,Tillie,38
60812,50s,Tillman,32
60813,50s,Tilman,5
60814,50s,Tilmon,5
60815,50s,Tilton,5
60816,50s,Tim,21998
60817,50s,Timm,37
60818,50s,Timmie,373
60819,50s,Timmothy,252
60820,50s,Timmy,4550
60821,50s,Timoteo,39
60822,50s,Timothy,198318
60823,50s,Tina,33845
60824,50s,Tinamarie,7
60825,50s,Tino,70
60826,50s,Tiny,5
60827,50s,Tirso,6
60828,50s,Tish,5
60829,50s,Tisha,7
60830,50s,Tito,100
60831,50s,Titus,49
60832,50s,Tobey,5
60833,50s,Tobi,92
60834,50s,Tobias,24
60835,50s,Tobin,90
60836,50s,Toby,2123
60837,50s,Tod,1042
60838,50s,Todd,18265
60839,50s,Tolbert,5
60840,50s,Tom,23617
60841,50s,Tomas,1472
60842,50s,Tomasa,199
60843,50s,Tomasita,73
60844,50s,Tomi,63
60845,50s,Tommi,7
60846,50s,Tommie,6716
60847,50s,Tommy,34785
60848,50s,Tommye,53
60849,50s,Tona,34
60850,50s,Tonda,249
60851,50s,Tonette,62
60852,50s,Toney,701
60853,50s,Toni,21197
60854,50s,Tonia,1160
60855,50s,Toniann,31
60856,50s,Tonie,192
60857,50s,Tonja,211
60858,50s,Tonnie,5
60859,50s,Tony,40710
60860,50s,Tonya,4286
60861,50s,Tor,5
60862,50s,Torey,54
60863,50s,Tori,110
60864,50s,Toribio,42
60865,50s,Torrance,6
60866,50s,Torrence,16
60867,50s,Torri,6
60868,50s,Torrie,11
60869,50s,Tova,24
60870,50s,Tovia,5
60871,50s,Towanda,17
60872,50s,Towanna,10
60873,50s,Toy,7
60874,50s,Toya,35
60875,50s,Trace,5
60876,50s,Tracee,28
60877,50s,Tracey,4901
60878,50s,Traci,778
60879,50s,Tracie,990
60880,50s,Tracy,17447
60881,50s,Tracye,16
60882,50s,Travis,3454
60883,50s,Treasa,61
60884,50s,Trellis,6
60885,50s,Trena,354
60886,50s,Trenace,10
60887,50s,Trent,693
60888,50s,Trenton,11
60889,50s,Tresa,358
60890,50s,Tresea,5
60891,50s,Tresia,5
60892,50s,Tressa,85
60893,50s,Tressie,28
60894,50s,Treva,871
60895,50s,Trevor,152
60896,50s,Trey,50
60897,50s,Tricia,930
60898,50s,Trina,2571
60899,50s,Trine,10
60900,50s,Trini,11
60901,50s,Trinidad,608
60902,50s,Trish,31
60903,50s,Trisha,191
60904,50s,Troy,6935
60905,50s,Trude,6
60906,50s,Trudi,362
60907,50s,Trudie,127
60908,50s,Trudy,8149
60909,50s,Truett,11
60910,50s,Trula,16
60911,50s,Truman,245
60912,50s,Tucker,5
60913,50s,Turner,40
60914,50s,Twana,34
60915,50s,Twanna,5
60916,50s,Twila,1496
60917,50s,Twilla,5
60918,50s,Twyla,673
60919,50s,Ty,268
60920,50s,Tye,7
60921,50s,Tyler,510
60922,50s,Tyra,54
60923,50s,Tyree,22
60924,50s,Tyron,6
60925,50s,Tyrone,12080
60926,50s,Tyronne,80
60927,50s,Tyrus,5
60928,50s,Ubaldo,60
60929,50s,Ulysee,17
60930,50s,Ulysees,5
60931,50s,Ulysses,1337
60932,50s,Umberto,16
60933,50s,Una,33
60934,50s,Unknown,8203
60935,50s,Urbano,33
60936,50s,Uriel,6
60937,50s,Ursula,679
60938,50s,Uvaldo,43
60939,50s,Vada,99
60940,50s,Val,1189
60941,50s,Valarie,2896
60942,50s,Valda,66
60943,50s,Valdemar,48
60944,50s,Valencia,659
60945,50s,Valene,17
60946,50s,Valente,26
60947,50s,Valentin,333
60948,50s,Valentina,339
60949,50s,Valentine,224
60950,50s,Valentino,71
60951,50s,Valeri,46
60952,50s,Valeria,1539
60953,50s,Valerie,52221
60954,50s,Valerio,5
60955,50s,Valery,57
60956,50s,Valetta,5
60957,50s,Valice,5
60958,50s,Valinda,189
60959,50s,Vallerie,26
60960,50s,Valli,74
60961,50s,Vallorie,18
60962,50s,Valorie,1772
60963,50s,Valrie,11
60964,50s,Valton,15
60965,50s,Van,4740
60966,50s,Vanassa,6
60967,50s,Vance,2955
60968,50s,Vanda,41
60969,50s,Vander,5
60970,50s,Vanessa,18898
60971,50s,Vanessia,5
60972,50s,Vangie,29
60973,50s,Vanita,47
60974,50s,Vann,58
60975,50s,Vannessa,81
60976,50s,Vardell,5
60977,50s,Vaughn,1841
60978,50s,Veda,573
60979,50s,Veena,5
60980,50s,Velda,730
60981,50s,Velia,284
60982,50s,Velina,11
60983,50s,Velinda,42
60984,50s,Velma,6509
60985,50s,Velva,26
60986,50s,Vena,16
60987,50s,Venancio,5
60988,50s,Vendetta,12
60989,50s,Venera,7
60990,50s,Venessa,126
60991,50s,Veneta,5
60992,50s,Venetia,150
60993,50s,Venice,16
60994,50s,Venita,760
60995,50s,Ventura,61
60996,50s,Venus,555
60997,50s,Veola,5
60998,50s,Vera,10733
60999,50s,Verda,41
61000,50s,Verdell,102
61001,50s,Verdie,10
61002,50s,Vergie,49
61003,50s,Verl,17
61004,50s,Verla,57
61005,50s,Verlan,5
61006,50s,Verle,10
61007,50s,Verlean,27
61008,50s,Verlene,36
61009,50s,Verlie,5
61010,50s,Verlin,85
61011,50s,Verlinda,5
61012,50s,Verline,5
61013,50s,Verlon,17
61014,50s,Verlyn,77
61015,50s,Verma,6
61016,50s,Vermell,54
61017,50s,Vermelle,6
61018,50s,Vern,1052
61019,50s,Verna,5851
61020,50s,Vernard,17
61021,50s,Verne,228
61022,50s,Verneda,5
61023,50s,Vernell,1066
61024,50s,Vernelle,15
61025,50s,Vernessa,85
61026,50s,Vernestine,5
61027,50s,Vernetta,194
61028,50s,Vernia,5
61029,50s,Vernice,410
61030,50s,Vernie,5
61031,50s,Vernis,5
61032,50s,Vernita,496
61033,50s,Vernon,20038
61034,50s,Verona,5
61035,50s,Veronica,17372
61036,50s,Veronika,5
61037,50s,Versie,26
61038,50s,Vertie,5
61039,50s,Vesta,49
61040,50s,Vester,11
61041,50s,Veta,17
61042,50s,Vic,114
61043,50s,Vicci,10
61044,50s,Vicenta,52
61045,50s,Vicente,706
61046,50s,Vick,5
61047,50s,Vicke,5
61048,50s,Vickey,2243
61049,50s,Vicki,71968
61050,50s,Vickie,56784
61051,50s,Vicky,21190
61052,50s,Vickye,11
61053,50s,Victor,33824
61054,50s,Victoria,49112
61055,50s,Victoriana,5
61056,50s,Victoriano,42
61057,50s,Vida,231
61058,50s,Vidal,162
61059,50s,Vienna,22
61060,50s,Viki,277
61061,50s,Vikki,1449
61062,50s,Vilma,308
61063,50s,Vina,13
61064,50s,Vince,918
61065,50s,Vincent,35212
61066,50s,Vincente,33
61067,50s,Vincenza,107
61068,50s,Vincenzo,10
61069,50s,Vincient,5
61070,50s,Vinita,11
61071,50s,Vinnie,29
61072,50s,Vinny,42
61073,50s,Vinson,72
61074,50s,Vint,5
61075,50s,Viola,4992
61076,50s,Violet,3736
61077,50s,Violeta,32
61078,50s,Virgie,879
61079,50s,Virgil,7042
61080,50s,Virgilio,18
61081,50s,Virginia,69779
61082,50s,Virgle,5
61083,50s,Vita,284
61084,50s,Vito,1224
61085,50s,Viveca,7
61086,50s,Vivian,23401
61087,50s,Viviana,5
61088,50s,Vivianne,13
61089,50s,Viviano,8
61090,50s,Vivien,98
61091,50s,Vivienne,79
61092,50s,Von,298
61093,50s,Voncile,105
61094,50s,Voncille,10
61095,50s,Vonda,1078
61096,50s,Vonna,27
61097,50s,Vonnie,268
61098,50s,Waddell,11
61099,50s,Wade,8307
61100,50s,Waldemar,10
61101,50s,Waldo,45
61102,50s,Walker,166
61103,50s,Wallace,9156
61104,50s,Wally,445
61105,50s,Walt,127
61106,50s,Walter,72198
61107,50s,Walton,156
61108,50s,Wanda,72425
61109,50s,Wane,5
61110,50s,Waneta,5
61111,50s,Wanita,15
61112,50s,Wannetta,18
61113,50s,Ward,1334
61114,50s,Wardell,437
61115,50s,Warner,170
61116,50s,Warren,24515
61117,50s,Watson,29
61118,50s,Waverly,157
61119,50s,Wayde,300
61120,50s,Wayland,113
61121,50s,Waylon,47
61122,50s,Wayman,99
61123,50s,Waymon,428
61124,50s,Waymond,73
61125,50s,Wayne,88089
61126,50s,Waynette,6
61127,50s,Webster,73
61128,50s,Weldon,1119
61129,50s,Welford,16
61130,50s,Welton,122
61131,50s,Wenceslao,13
61132,50s,Wenda,22
61133,50s,Wendall,34
61134,50s,Wende,116
61135,50s,Wendel,58
61136,50s,Wendelin,5
61137,50s,Wendell,9646
61138,50s,Wendi,551
61139,50s,Wendie,181
61140,50s,Wendolyn,25
61141,50s,Wendy,42617
61142,50s,Werner,101
61143,50s,Wes,166
61144,50s,Wesley,17950
61145,50s,West,11
61146,50s,Westley,13
61147,50s,Weston,38
61148,50s,Wetzel,10
61149,50s,Weyman,34
61150,50s,Whitney,200
61151,50s,Wilber,29
61152,50s,Wilbert,4835
61153,50s,Wilberto,8
61154,50s,Wilbur,3735
61155,50s,Wilburn,486
61156,50s,Wilda,544
61157,50s,Wiley,1364
61158,50s,Wilford,587
61159,50s,Wilfred,2313
61160,50s,Wilfredo,955
61161,50s,Wilgus,11
61162,50s,Wilhelm,5
61163,50s,Wilhelmena,16
61164,50s,Wilhelmenia,62
61165,50s,Wilhelmina,507
61166,50s,Wilhemenia,6
61167,50s,Wilhemina,40
61168,50s,Will,1593
61169,50s,Willa,1704
61170,50s,Willam,115
61171,50s,Willard,6699
61172,50s,Willene,137
61173,50s,Willetta,6
61174,50s,Willette,127
61175,50s,Willia,70
61176,50s,William,591944
61177,50s,Williams,262
61178,50s,Willian,37
61179,50s,Willie,76034
61180,50s,Willis,4188
61181,50s,Willodean,9
61182,50s,Willow,5
61183,50s,Willy,67
61184,50s,Wilma,11946
61185,50s,Wilmer,457
61186,50s,Wilson,3014
61187,50s,Wilton,590
61188,50s,Windell,208
61189,50s,Windy,60
61190,50s,Winfield,91
61191,50s,Winford,273
61192,50s,Winfred,1135
61193,50s,Winifred,2054
61194,50s,Winnie,649
61195,50s,Winnifred,5
61196,50s,Winona,500
61197,50s,Winslow,5
61198,50s,Winston,2116
61199,50s,Winthrop,12
61200,50s,Winton,5
61201,50s,Wolf,30
61202,50s,Wonda,243
61203,50s,Woodford,5
61204,50s,Woodie,54
61205,50s,Woodrow,2489
61206,50s,Woody,374
61207,50s,Worth,71
61208,50s,Wray,5
61209,50s,Wyatt,730
61210,50s,Wylene,77
61211,50s,Wylie,60
61212,50s,Wyman,152
61213,50s,Wyndell,5
61214,50s,Wynell,22
61215,50s,Wynema,6
61216,50s,Wynn,35
61217,50s,Wynne,16
61218,50s,Wynona,99
61219,50s,Xavier,646
61220,50s,Xenia,7
61221,50s,Xiomara,17
61222,50s,Yaakov,37
61223,50s,Yadira,6
61224,50s,Yael,5
61225,50s,Yakov,13
61226,50s,Yale,5
61227,50s,Yancey,5
61228,50s,Yancy,79
61229,50s,Yasmin,80
61230,50s,Yechiel,5
61231,50s,Yehuda,23
61232,50s,Yehudis,5
61233,50s,Ygnacio,15
61234,50s,Yisroel,14
61235,50s,Yitzchok,40
61236,50s,Yocheved,12
61237,50s,Yolanda,19673
61238,50s,Yolande,36
61239,50s,Yolonda,169
61240,50s,Yong,81
61241,50s,Yosef,42
61242,50s,Youlanda,6
61243,50s,Young,108
61244,50s,Ysabel,13
61245,50s,Ysidoro,6
61246,50s,Ysidro,96
61247,50s,Yulanda,5
61248,50s,Yvette,5596
61249,50s,Yvonna,5
61250,50s,Yvonne,34951
61251,50s,Yvonnie,10
61252,50s,Zachary,1713
61253,50s,Zachery,12
61254,50s,Zack,65
61255,50s,Zackery,5
61256,50s,Zaida,139
61257,50s,Zalman,5
61258,50s,Zalmen,12
61259,50s,Zana,5
61260,50s,Zandra,237
61261,50s,Zane,560
61262,50s,Zaragoza,6
61263,50s,Zeb,46
61264,50s,Zebedee,16
61265,50s,Zeferino,5
61266,50s,Zelda,614
61267,50s,Zella,149
61268,50s,Zelma,549
61269,50s,Zena,41
61270,50s,Zenaida,81
61271,50s,Zenobia,79
61272,50s,Zenon,29
61273,50s,Zetta,5
61274,50s,Zettie,5
61275,50s,Zev,54
61276,50s,Zina,75
61277,50s,Zipora,5
61278,50s,Zita,29
61279,50s,Zoe,517
61280,50s,Zoila,52
61281,50s,Zola,32
61282,50s,Zollie,5
61283,50s,Zona,31
61284,50s,Zora,21
61285,50s,Zoraida,183
61286,50s,Zui,6
61287,50s,Zulema,165
61288,50s,Zulma,121
61289,50s,Zvi,44
61290,60s,Aaron,26033
61291,60s,Abbe,106
61292,60s,Abbey,16
61293,60s,Abbie,258
61294,60s,Abby,1548
61295,60s,Abdul,44
61296,60s,Abe,94
61297,60s,Abel,2335
61298,60s,Abelardo,313
61299,60s,Abelina,11
61300,60s,Abelino,18
61301,60s,Abie,5
61302,60s,Abigail,1926
61303,60s,Abimael,20
61304,60s,Able,10
61305,60s,Abner,85
61306,60s,Abraham,2213
61307,60s,Abram,90
61308,60s,Abran,40
61309,60s,Ace,16
61310,60s,Acie,5
61311,60s,Ada,2497
61312,60s,Adalberto,277
61313,60s,Adaline,8
61314,60s,Adam,22792
61315,60s,Adan,659
61316,60s,Addie,400
61317,60s,Addison,5
61318,60s,Adela,681
61319,60s,Adelaida,199
61320,60s,Adelaide,68
61321,60s,Adelbert,10
61322,60s,Adele,1398
61323,60s,Adelfa,5
61324,60s,Adelia,35
61325,60s,Adelina,291
61326,60s,Adeline,209
61327,60s,Adelita,178
61328,60s,Adell,10
61329,60s,Adella,43
61330,60s,Adelle,13
61331,60s,Aden,22
61332,60s,Adena,25
61333,60s,Adina,223
61334,60s,Adolfo,989
61335,60s,Adolph,449
61336,60s,Adolphus,96
61337,60s,Adonis,5
61338,60s,Adonna,5
61339,60s,Adrain,100
61340,60s,Adria,156
61341,60s,Adrian,8510
61342,60s,Adriana,2129
61343,60s,Adriane,670
61344,60s,Adrianna,118
61345,60s,Adrianne,1022
61346,60s,Adriene,549
61347,60s,Adrienne,7641
61348,60s,Afton,5
61349,60s,Agapito,118
61350,60s,Agatha,53
61351,60s,Agena,5
61352,60s,Agnes,2244
61353,60s,Agostino,25
61354,60s,Agustin,690
61355,60s,Agustina,26
61356,60s,Agustine,5
61357,60s,Aharon,7
61358,60s,Ahmad,44
61359,60s,Ahmed,67
61360,60s,Aida,1549
61361,60s,Aidan,12
61362,60s,Aide,46
61363,60s,Aileen,1821
61364,60s,Ailene,5
61365,60s,Aimee,3322
61366,60s,Aisha,69
61367,60s,Aishah,5
61368,60s,Aissa,5
61369,60s,Aixa,41
61370,60s,Akbar,5
61371,60s,Akemi,5
61372,60s,Akiva,5
61373,60s,Al,2091
61374,60s,Alain,145
61375,60s,Alaina,108
61376,60s,Alaine,26
61377,60s,Alan,61398
61378,60s,Alana,1274
61379,60s,Alanda,6
61380,60s,Alane,262
61381,60s,Alanna,157
61382,60s,Alaric,12
61383,60s,Alayne,34
61384,60s,Alba,175
61385,60s,Albert,36357
61386,60s,Alberta,1958
61387,60s,Albertha,67
61388,60s,Albertina,16
61389,60s,Alberto,5160
61390,60s,Albertus,5
61391,60s,Albie,5
61392,60s,Albin,5
61393,60s,Albino,58
61394,60s,Alcario,5
61395,60s,Alcee,5
61396,60s,Alcide,5
61397,60s,Alcides,17
61398,60s,Alda,5
61399,60s,Alden,211
61400,60s,Aldo,429
61401,60s,Aldona,5
61402,60s,Alease,5
61403,60s,Alec,450
61404,60s,Alecia,1103
61405,60s,Aleida,51
61406,60s,Alejandra,322
61407,60s,Alejandrina,45
61408,60s,Alejandro,2837
61409,60s,Alejo,7
61410,60s,Alena,125
61411,60s,Alene,50
61412,60s,Alesa,11
61413,60s,Alesha,41
61414,60s,Aleshia,10
61415,60s,Alesia,2897
61416,60s,Alessandra,61
61417,60s,Alessandro,37
61418,60s,Aleta,598
61419,60s,Aletha,381
61420,60s,Alethea,261
61421,60s,Alethia,87
61422,60s,Alex,11784
61423,60s,Alexa,131
61424,60s,Alexander,13867
61425,60s,Alexandra,2802
61426,60s,Alexandre,16
61427,60s,Alexandria,398
61428,60s,Alexandro,101
61429,60s,Alexei,5
61430,60s,Alexi,5
61431,60s,Alexia,105
61432,60s,Alexis,1778
61433,60s,Alfie,66
61434,60s,Alfonse,23
61435,60s,Alfonso,3361
61436,60s,Alfonza,79
61437,60s,Alfonzo,300
61438,60s,Alford,76
61439,60s,Alfred,18455
61440,60s,Alfreda,1359
61441,60s,Alfredia,48
61442,60s,Alfredo,4621
61443,60s,Alfreida,5
61444,60s,Algernon,7
61445,60s,Algie,6
61446,60s,Ali,197
61447,60s,Alica,13
61448,60s,Alice,26815
61449,60s,Alicia,22265
61450,60s,Alida,96
61451,60s,Alina,288
61452,60s,Aline,207
61453,60s,Alisa,8158
61454,60s,Alise,51
61455,60s,Alisha,1041
61456,60s,Alisia,121
61457,60s,Alison,12003
61458,60s,Alissa,820
61459,60s,Alita,15
61460,60s,Alix,16
61461,60s,Aliza,74
61462,60s,Allan,10911
61463,60s,Allegra,26
61464,60s,Allen,37717
61465,60s,Allene,16
61466,60s,Allie,10
61467,60s,Allison,16416
61468,60s,Allyn,75
61469,60s,Allyson,2557
61470,60s,Alma,6037
61471,60s,Almeda,6
61472,60s,Alnisa,7
61473,60s,Alon,6
61474,60s,Alona,10
61475,60s,Alonda,20
61476,60s,Alondra,43
61477,60s,Alonso,133
61478,60s,Alonza,204
61479,60s,Alonzo,4096
61480,60s,Aloysius,10
61481,60s,Alpha,5
61482,60s,Alphonse,217
61483,60s,Alphonso,2204
61484,60s,Alphonzo,34
61485,60s,Alta,156
61486,60s,Altagracia,22
61487,60s,Altamese,5
61488,60s,Althea,1341
61489,60s,Alton,3951
61490,60s,Alva,239
61491,60s,Alvaro,495
61492,60s,Alvie,7
61493,60s,Alvin,14237
61494,60s,Alvina,51
61495,60s,Alvino,98
61496,60s,Alvis,87
61497,60s,Alyce,443
61498,60s,Alycia,152
61499,60s,Alysa,39
61500,60s,Alyse,109
61501,60s,Alysia,118
61502,60s,Alyson,861
61503,60s,Alyssa,1095
61504,60s,Amada,64
61505,60s,Amadeo,23
61506,60s,Amado,212
61507,60s,Amador,194
61508,60s,Amalia,520
61509,60s,Amalio,5
61510,60s,Amanda,16939
61511,60s,Amando,40
61512,60s,Amarilis,6
61513,60s,Amber,5037
61514,60s,Ambrose,63
61515,60s,Ambrosio,27
61516,60s,Amedeo,5
61517,60s,Amelia,4389
61518,60s,Amelie,6
61519,60s,America,104
61520,60s,Americo,78
61521,60s,Ami,290
61522,60s,Amie,921
61523,60s,Amina,5
61524,60s,Aminah,5
61525,60s,Amir,25
61526,60s,Ammon,5
61527,60s,Amos,1688
61528,60s,Amparo,214
61529,60s,Amy,116814
61530,60s,Ana,7398
61531,60s,Anabel,214
61532,60s,Anabelia,5
61533,60s,Anabelle,5
